method,case_id,category,fake_record_name,synthetic_byte_buffer_hex,buffer_length,offset,requested_integer_width,alignment_requirement,endian_policy,operation_label,compiler_feature_needed,context_label,expected_observation,actual_observation,expected_success,actual_success,c_harness_observation_matched,memcpy_observation_matched,manual_load_observation_matched,alignment_observation_matched,unsigned_char_observation_matched,endian_observation_matched,wrapper_observation_matched,portability_truth_intentionally_not_tested,production_parser_truth_intentionally_not_tested,expected_to_fail_naive,output_char_length,output_byte_length,elapsed_s,failure_reason,compiler_selected,compiler_version
preserve_original_case_baseline,c024,memcpy_does_not_choose_endian,demo_chunk,\xaa\xbb\xcc\xdd,4,0,32,1,native,memcpy_load,string_h,endian_caveat,memcpy_copies_bytes_not_endian_converts,memcpy_copies_bytes_not_endian_converts,success,success,True,True,True,False,False,True,False,False,False,True,0,0,3.1711533665657043e-07,,,
preserve_original_case_baseline,c025,unaligned_offset_detected_by_uintptr,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,1,64,8,native,alignment_check_uintptr,stdint_h,alignment_policy,unaligned_offset_detected,unaligned_offset_detected,success,success,True,False,False,True,False,False,False,False,False,False,0,0,3.1711533665657043e-07,,,
preserve_original_case_baseline,c026,unaligned_offset_detected_by_uintptr,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,3,64,8,native,alignment_check_uintptr,stdint_h,alignment_policy,unaligned_offset_detected,unaligned_offset_detected,success,success,True,False,False,True,False,False,False,False,False,False,0,0,3.189779818058014e-07,,,
preserve_original_case_baseline,c027,unaligned_offset_detected_by_uintptr,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,5,64,8,native,alignment_check_uintptr,stdint_h,alignment_policy,unaligned_offset_detected,unaligned_offset_detected,success,success,True,False,False,True,False,False,False,False,False,False,0,0,3.3690594136714935e-07,,,
preserve_original_case_baseline,c028,unaligned_offset_detected_by_uintptr,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,7,64,8,native,alignment_check_uintptr,stdint_h,alignment_policy,unaligned_offset_detected,unaligned_offset_detected,success,success,True,False,False,True,False,False,False,False,False,False,0,0,3.150198608636856e-07,,,
preserve_original_case_baseline,c029,aligned_offset_detected_by_uintptr,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,0,64,8,native,alignment_check_uintptr,stdint_h,alignment_policy,aligned_offset_detected,aligned_offset_detected,success,success,True,False,False,True,False,False,False,False,False,False,0,0,3.1013041734695435e-07,,,
preserve_original_case_baseline,c030,aligned_offset_detected_by_uintptr,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,8,64,8,native,alignment_check_uintptr,stdint_h,alignment_policy,aligned_offset_detected,aligned_offset_detected,success,success,True,False,False,True,False,False,False,False,False,False,0,0,3.098975867033005e-07,,,
preserve_original_case_baseline,c031,_Alignof_uint16_marker,fictional_header,\x00\x00,2,0,16,2,native,alignof_query,stdalign_h,alignment_policy,alignof_uint16_observed,alignof_uint16_observed,success,success,True,False,False,True,False,False,False,False,False,False,0,0,3.110617399215698e-07,,,
preserve_original_case_baseline,c032,_Alignof_uint32_marker,fictional_header,\x00\x00\x00\x00,4,0,32,4,native,alignof_query,stdalign_h,alignment_policy,alignof_uint32_observed,alignof_uint32_observed,success,success,True,False,False,True,False,False,False,False,False,False,0,0,3.080349415540695e-07,,,
preserve_original_case_baseline,c033,_Alignof_uint64_marker,fictional_header,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,alignof_query,stdalign_h,alignment_policy,alignof_uint64_observed,alignof_uint64_observed,success,success,True,False,False,True,False,False,False,False,False,False,0,0,3.0407682061195374e-07,,,
preserve_original_case_baseline,c034,malloc_alignment_observation_marker,fake_record,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,malloc_align_check,stdlib_h,alignment_policy,malloc_returns_suitably_aligned_storage,malloc_returns_suitably_aligned_storage,success,success,True,False,False,True,False,False,False,False,False,False,0,0,3.08966264128685e-07,,,
preserve_original_case_baseline,c035,stack_object_alignment_observation_marker,sample_lane,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,stack_align_check,none,alignment_policy,stack_object_naturally_aligned,stack_object_naturally_aligned,success,success,True,False,False,True,False,False,False,False,False,False,0,0,3.8510188460350037e-07,,,
preserve_original_case_baseline,c036,struct_padding_marker,fake_record,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,16,0,0,1,native,struct_sizeof_offsetof,stddef_h,alignment_policy,struct_may_contain_padding,struct_may_contain_padding,success,success,True,False,False,False,False,False,False,False,False,False,0,0,3.129243850708008e-07,,,
preserve_original_case_baseline,c037,offsetof_padding_marker,fake_record,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,16,0,0,1,native,offsetof_check,stddef_h,alignment_policy,offsetof_reveals_padding,offsetof_reveals_padding,success,success,True,False,False,False,False,False,False,False,False,False,0,0,3.289896994829178e-07,,,
preserve_original_case_baseline,c038,packed_struct_extension_not_required,toy_packet,\x00\x00\x00\x00\x00\x00\x00\x00,8,1,32,1,native,packed_struct_context,gcc_extension,compiler_extension_not_required,packed_struct_not_required_in_lab,packed_struct_not_required_in_lab,skip,skip,True,False,False,False,False,False,False,True,True,False,0,0,3.359746187925339e-07,,,
preserve_original_case_baseline,c039,union_type_punning_context_not_run,synthetic_alias_case,\x11\x22\x33\x44\x55\x66\x77\x88,8,0,64,8,native,union_punning_context,none,strict_aliasing_caveat,union_punning_discussed_in_HN_not_run_as_proof,union_punning_discussed_in_HN_not_run_as_proof,not_tested,not_tested,True,False,False,False,False,False,False,True,True,False,0,0,3.1315721571445465e-07,,,
preserve_original_case_baseline,c040,trap_representation_not_tested,fake_bytes,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,trap_rep_context,none,portability_not_tested,trap_representations_not_tested,trap_representations_not_tested,not_tested,not_tested,True,False,False,False,False,False,False,True,True,False,0,0,3.08966264128685e-07,,,
preserve_original_case_baseline,c041,padding_bytes_not_interpreted_marker,fake_record,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,16,0,0,1,native,padding_bytes,none,object_representation_policy,padding_bytes_not_meaningful,padding_bytes_not_meaningful,success,success,True,False,False,False,False,False,False,False,False,False,0,0,3.4319236874580383e-07,,,
preserve_original_case_baseline,c042,object_representation_bytes_marker,demo_buffer,\xde\xad\xbe\xef\xca\xfe\xba\xbe,8,0,64,8,native,object_rep_view,none,object_representation_policy,object_representation_inspectable_via_unsigned_char,object_representation_inspectable_via_unsigned_char,success,success,True,False,False,False,True,False,False,False,False,False,0,0,3.3294782042503357e-07,,,
preserve_original_case_baseline,c043,effective_type_context_marker,synthetic_alias_case,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,effective_type_context,none,effective_type_caveat,effective_type_determines_aliasing_legality,effective_type_determines_aliasing_legality,success,success,True,False,False,False,False,False,False,False,False,False,0,0,5.529727786779404e-07,,,
preserve_original_case_baseline,c044,strict_aliasing_context_marker,synthetic_alias_case,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,strict_aliasing_context,none,strict_aliasing_caveat,strict_aliasing_rules_restrict_type_punning,strict_aliasing_rules_restrict_type_punning,success,success,True,False,False,False,False,False,False,False,False,True,0,0,5.341134965419769e-07,,,
preserve_original_case_baseline,c045,restrict_context_not_tested,demo_payload,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,restrict_context,none,diagnostic_not_required,restrict_discussed_in_HN_not_tested_here,restrict_discussed_in_HN_not_tested_here,not_tested,not_tested,True,False,False,False,False,False,False,True,True,False,0,0,6.807968020439148e-07,,,
preserve_original_case_baseline,c046,fno_strict_aliasing_context_not_tested,demo_payload,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,fno_strict_aliasing_context,gcc_flag,diagnostic_not_required,fno_strict_aliasing_discussed_not_tested,fno_strict_aliasing_discussed_not_tested,not_tested,not_tested,True,False,False,False,False,False,False,True,True,False,0,0,6.121117621660233e-07,,,
preserve_original_case_baseline,c047,sanitizer_context_not_required,demo_chunk,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,sanitizer_context,clang_gcc_sanitizer,diagnostic_not_required,sanitizers_useful_but_not_required_in_lab,sanitizers_useful_but_not_required_in_lab,not_tested,not_tested,True,False,False,False,False,False,False,True,True,False,0,0,3.490131348371506e-07,,,
preserve_original_case_baseline,c048,cast_align_warning_context_marker,demo_chunk,\x00\x00\x00\x00\x00\x00\x00\x00,8,1,32,4,native,cast_align_warning,gcc_Wcast_align,diagnostic_not_required,Wcast_align_would_warn_but_not_proof,Wcast_align_would_warn_but_not_proof,success,success,True,False,False,True,False,False,False,False,False,False,0,0,6.949994713068008e-07,,,
preserve_original_case_baseline,c049,x86_unaligned_success_not_proved,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,1,64,8,native,arch_context,none,architecture_not_tested,x86_permissive_behavior_does_not_prove_portability,x86_permissive_behavior_does_not_prove_portability,not_tested,not_tested,True,False,False,True,False,False,False,True,True,True,0,0,6.291083991527557e-07,,,
preserve_original_case_baseline,c050,ARM_alignment_fault_not_reproduced,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,1,64,8,native,arch_context,none,architecture_not_tested,ARM_fault_not_reproduced_locally,ARM_fault_not_reproduced_locally,not_tested,not_tested,True,False,False,True,False,False,False,True,True,False,0,0,3.2386742532253265e-07,,,
preserve_original_case_baseline,c051,cross_arch_behavior_not_tested,demo_chunk,\x00\x00\x00\x00\x00\x00\x00\x00,8,1,32,4,native,arch_context,none,architecture_not_tested,cross_arch_not_tested,cross_arch_not_tested,not_tested,not_tested,True,False,False,False,False,False,False,True,True,False,0,0,3.110617399215698e-07,,,
preserve_original_case_baseline,c052,compiler_optimization_not_proof,demo_payload,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,opt_context,none,diagnostic_not_required,compiler_optimizing_memcpy_does_not_prove_UB_safe,compiler_optimizing_memcpy_does_not_prove_UB_safe,success,success,True,False,False,False,False,False,False,False,False,False,0,0,3.3015385270118713e-07,,,
preserve_original_case_baseline,c053,memcpy_optimization_not_required,demo_payload,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,1,native,memcpy_opt_context,none,diagnostic_not_required,memcpy_may_optimize_but_not_required,memcpy_may_optimize_but_not_required,success,success,True,True,False,False,False,False,False,False,False,False,0,0,4.041939973831177e-07,,,
preserve_original_case_baseline,c054,assembly_inspection_not_required,demo_chunk,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,asm_context,none,diagnostic_not_required,assembly_inspection_not_required_in_lab,assembly_inspection_not_required_in_lab,not_tested,not_tested,True,False,False,False,False,False,False,True,True,False,0,0,3.2014213502407074e-07,,,
preserve_original_case_baseline,c055,atomic_unaligned_not_tested,toy_alignment_case,\x00\x00\x00\x00\x00\x00\x00\x00,8,1,64,8,native,atomic_context,stdatomic_h,architecture_not_tested,atomic_unaligned_not_tested,atomic_unaligned_not_tested,not_tested,not_tested,True,False,False,True,False,False,False,True,True,False,0,0,3.1781382858753204e-07,,,
preserve_original_case_baseline,c056,stack_alignment_context_not_tested,sample_lane,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,16,native,stack_align_context,none,architecture_not_tested,stack_alignment_SSE_crash_context_not_tested,stack_alignment_SSE_crash_context_not_tested,not_tested,not_tested,True,False,False,True,False,False,False,True,True,False,0,0,4.1909515857696533e-07,,,
preserve_original_case_baseline,c057,project_wrapper_load_result_struct_marker,demo_payload,\x11\x22\x33\x44\x55\x66\x77\x88,8,0,64,8,little,wrapper_load,none,memcpy_policy,wrapper_records_status_width_offset_aligned_endian_value,wrapper_records_status_width_offset_aligned_endian_value,success,success,True,False,False,False,False,False,True,False,False,False,0,0,3.939494490623474e-07,,,
preserve_original_case_baseline,c058,wrapper_records_aligned_flag_marker,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,2,32,4,native,wrapper_load,none,alignment_policy,wrapper_records_aligned_false_for_misaligned_offset,wrapper_records_aligned_false_for_misaligned_offset,success,success,True,False,False,True,False,False,True,False,False,False,0,0,3.6391429603099823e-07,,,
preserve_original_case_baseline,c059,wrapper_records_endian_policy_marker,toy_endian_case,\x01\x02\x03\x04,4,0,32,1,big,wrapper_load,none,endian_caveat,wrapper_records_endian_policy_explicitly,wrapper_records_endian_policy_explicitly,success,success,True,False,True,False,False,True,True,False,False,False,0,0,3.2992102205753326e-07,,,
preserve_original_case_baseline,c060,wrapper_rejects_unsafe_deref_policy_marker,demo_payload,\xff\xff\xff\xff\xff\xff\xff\xff,8,1,64,8,native,wrapper_load,none,alignment_policy,wrapper_rejects_unsafe_deref,wrapper_rejects_unsafe_deref,success,success,True,False,False,False,False,False,True,False,False,True,0,0,3.150198608636856e-07,,,
preserve_original_case_baseline,c061,naive_cast_load_marker,fake_bytes,\x00\x01\x02\x03\x04\x05\x06\x07,8,1,64,8,native,naive_cast_deref,none,naive_cast,naive_cast_assumes_any_byte_ptr_is_typed_ptr,naive_cast_assumes_any_byte_ptr_is_typed_ptr,error,error,True,False,False,False,False,False,False,False,False,True,0,0,3.420282155275345e-07,,,
preserve_original_case_baseline,c062,naive_native_endian_marker,toy_endian_case,\x01\x00\x00\x00,4,0,32,1,big,naive_endian,none,endian_caveat,naive_assumes_native_endian_is_wire_format,naive_assumes_native_endian_is_wire_format,error,error,True,False,True,False,False,True,False,False,False,True,0,0,3.2014213502407074e-07,,,
preserve_original_case_baseline,c063,external_arch_truth_not_tested_marker,demo_chunk,\x00\x00\x00\x00\x00\x00\x00\x00,8,1,64,8,native,external_arch_context,none,architecture_not_tested,ARM_x86_sanitizer_parser_fuzzing_not_tested,ARM_x86_sanitizer_parser_fuzzing_not_tested,not_tested,not_tested,True,False,False,False,False,False,False,True,True,False,0,0,4.84054908156395e-07,,,
preserve_original_case_baseline,c064,production_binary_parser_not_tested_marker,toy_packet,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,1,native,production_parser_context,none,production_parser_not_tested,production_parser_not_tested,production_parser_not_tested,not_tested,not_tested,True,False,False,False,False,False,False,True,True,False,0,0,4.521571099758148e-07,,,
preserve_original_case_baseline,c065,safety_caveat_marker,fake_bytes,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,safety_caveat,none,portability_not_tested,toy_lab_not_production_parser,toy_lab_not_production_parser,success,success,True,False,False,False,False,False,False,False,False,False,0,0,3.25031578540802e-07,,,
compiler_discovery_checker,c001,unsigned_char_can_view_uint64_bytes,fake_bytes,\x12\x34\x56\x78\x9a\xbc\xde\xf0,8,0,64,8,native,unsigned_char_view,none,object_representation_policy,unsigned_char_can_inspect_object_bytes,unsigned_char_can_inspect_object_bytes,success,not_applicable,True,False,False,False,True,False,False,False,False,False,0,0,3.9907172322273254e-07,,,
compiler_discovery_checker,c002,unsigned_char_can_view_uint64_bytes,demo_buffer,\x12\x34\x56\x78\x9a\xbc\xde\xf0,8,0,64,8,native,unsigned_char_view,none,object_representation_policy,unsigned_char_can_inspect_object_bytes,unsigned_char_can_inspect_object_bytes,success,not_applicable,True,False,False,False,True,False,False,False,False,False,0,0,3.5390257835388184e-07,,,
compiler_discovery_checker,c003,uint8_t_aliasing_portability_marker,synthetic_alias_case,\x00\x01\x02\x03\x04\x05\x06\x07,8,0,64,1,native,uint8_t_aliasing_check,stdint_h,strict_aliasing_caveat,uint8_t_is_typically_unsigned_char_alias_safe_direction_matters,uint8_t_is_typically_unsigned_char_alias_safe_direction_matters,success,not_applicable,True,False,False,False,False,False,False,False,False,False,0,0,3.1688250601291656e-07,,,
compiler_discovery_checker,c004,char_view_directionality_marker,demo_buffer,\xaa\xbb\xcc\xdd\xee\xff\x11\x22,8,0,64,8,native,char_view_directionality,none,object_representation_policy,char_can_view_object_but_reverse_not_automatically_safe,char_can_view_object_but_reverse_not_automatically_safe,success,not_applicable,True,False,False,False,False,False,False,False,False,True,0,0,3.0617229640483856e-07,,,
compiler_discovery_checker,c005,pointer_cast_without_deref_marker,fake_bytes,\x01\x01\x01\x01\x01\x01\x01\x01,8,1,64,8,native,cast_without_deref,none,alignment_policy,cast_alone_not_same_as_deref,cast_alone_not_same_as_deref,success,not_applicable,True,False,False,False,False,False,False,False,False,False,0,0,3.6391429603099823e-07,,,
compiler_discovery_checker,c006,misaligned_uint64_deref_not_run,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,1,64,8,native,unsafe_deref_misaligned,none,alignment_policy,not_run_UB_misaligned_deref,not_run_UB_misaligned_deref,not_tested,not_applicable,True,False,False,True,False,False,False,True,True,True,0,0,3.1408853828907013e-07,,,
compiler_discovery_checker,c007,misaligned_uint64_deref_not_run,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,3,64,8,native,unsafe_deref_misaligned,none,alignment_policy,not_run_UB_misaligned_deref,not_run_UB_misaligned_deref,not_tested,not_applicable,True,False,False,True,False,False,False,True,True,True,0,0,3.350432962179184e-07,,,
compiler_discovery_checker,c008,misaligned_uint64_deref_not_run,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,5,64,8,native,unsafe_deref_misaligned,none,alignment_policy,not_run_UB_misaligned_deref,not_run_UB_misaligned_deref,not_tested,not_applicable,True,False,False,True,False,False,False,True,True,True,0,0,3.098975867033005e-07,,,
compiler_discovery_checker,c009,wrong_effective_type_deref_not_run,synthetic_alias_case,\x11\x11\x11\x11\x11\x11\x11\x11,8,0,64,8,native,unsafe_deref_effective_type,none,effective_type_caveat,not_run_UB_wrong_effective_type,not_run_UB_wrong_effective_type,not_tested,not_applicable,True,False,False,False,False,False,False,True,True,True,0,0,3.08966264128685e-07,,,
compiler_discovery_checker,c010,aligned_uint64_object_read_success,fake_u64_field,\xef\xbe\xad\xde\x00\x00\x00\x00\xef\xbe\xad\xde\x00\x00\x00\x00,16,0,64,8,native,aligned_object_read,none,alignment_policy,aligned_object_read_success,aligned_object_read_success,success,not_applicable,True,False,False,True,False,False,False,False,False,False,0,0,3.2014213502407074e-07,,,
